COD_ATENEO_ESTERO;NOME_ATENEO_ESTERO;ID_NAZIONE;
AS398;Hiroshima University;JP;
AS1309;Hitotsubashi University;JP;
AS1364;International University of Japan;JP;
AS376;Keio University;JP;
AS464;Keio University;JP;
AS1801;Kobe University;JP;
AS1841;Mie University School and Graduate School of Medicine;JP;
AS1454;Nagoya University of Commerce and Business;JP;
AS1192;Ritsumeikan Asia Pacific University  (APU);JP;
AS1406;University of Art and Design;JP;
AS1193;Waseda University;JP;
AS347;Universite des Comores;KM;
AS1667;Hanyang University;KR;
AS1361;KAIST;KR;
AS1450;Korea University;KR;
AS1920;Kyungpook National University ;KR;
AS1308;Seoul National University;KR;
AS1484;Yonsei University;KR;
AS1451;Kuwait University;KW;
AS1117;Al-Farabi Kazakh University;KZ;
AS1627;Kazakh Humanitarian Juridical Innovative University;KZ;
AS1187;Kazakh National Technical University;KZ;
AS1776;Kazakh National University of Arts;KZ;
AS1687;Kazakh-British Technical University;KZ;
AS1186;University of Power Engineering and Telecommunications;KZ;
AS458;American University of Science and Technology;LB;
AS1025;University of Colombo;LK;
AS776;Alexandras Stulginskis University;LT;
AS1239;KLAIPEDOS UNIVERSITETAS;LT;
AS799;Kaunas University of Technology;LT;
AS1741;Kazimieras Simonavicius University;LT;
AS808;Latvia University of Agriculture;LT;
AS1787;Lietuvos Edukologijos Universitetas - Lithuanian University of Educational Sciences;LT;
AS1099;Lithuanian Academy of Physical Education;LT;
AS875;Lithuanian University of Agriculture;LT;
AS1214;Mykolo Romerio universitetas (MRU);LT;
AS663;Northern Lithuania College di Šiaulia;LT;
AS672;Northern Lithuania College di Šiauliai;LT;
AS1414;Riga technical university;LT;
AS1415;University of Latvia;LT;
AS1703;VILNIUS UNIVERSITY;LT;
AS831;Viesoji istaiga Klaipedos Socialiniu Mokslu Kolegija - Klaipeda ;LT;
AS1768;Vilniaus Kolegija - University of Applied Sciences;LT;
AS1702;Vilnius - Vilnius University ;LT;
AS777;Vilnius Gediminas Technical University;LT;
AS424;Vilnius University;LT;
AS1704;Vilnius University ;LT;
AS230;Vytautas Magnus Universitetas;LT;
AS990;UNIVERSITÉ DU LUXEMBOURG;LU;
AS802;BA School of Business and Finance;LV;
AS1761;Latvijas J&#363 ras Akad&#275 mija - Latvian Maritime academy;LV;
AS1912;R&#299 ga Stradi&#326 š University;LV;
AS1182;Rezekne University;LV;
AS1903;Riga International School of Economics and Business Administration;LV;
AS1260;Rigas Tehniska Universitate (RTU);LV;
AS857;University of Latvia;LV;
AS1135;University of Riga - Rigas juridiska augstskola;LV;
AS1762;Vidzemes Augstskola - Vidzeme University of Applied Sciences;LV;
AS1422;Al Akhawayn University;MA;
AS1676;Mohamed  VI  Polytechnique;MA;
AS1198;Université Abdelmalek Essaâdi;MA;
AS1197;Université Mohammed Premier;MA;
AS1886;International Institutul de Management IMI - Nova ;MD;
AS974;Universitatea de Stat de Medicina si Farmacie “Nicolae Testemitanu”;MD;
AS1202;Universitatea de Stat din Moldova;MD;
AS1203;Univerzitet "Mediteran";ME;
AS346;Mahajanga University;MG;
AS1051;Sts Cyril and Methodius;MK;
AS211;University of Malta;MT;
AS1363;IPADE;MX;
AS1665;IPADE Business School;MX;
AS1800;Instituto Nacional de Ciencias Penales Città del Messico ;MX;
AS1449;Instituto Tecnologico Autonomo de Mexico, ITAM;MX;
AS472;Monterrey Tech Itesm;MX;
AS1070;Universidad Anahuac del Sur;MX;
AS1780;Universidad Anáhuac;MX;
AS1773;Universidad Autonoma de Aguascalientes;MX;
AS1201;Universidad Autónoma de México (UNAM);MX;
AS1199;Universidad Panamericana;MX;
AS1200;Universidad de la Vera-Cruz;MX;
AS405;Universidad de las Américas - Escuela de Negocios y Economía (EDNE);MX;
AS1535;Taylor's University;MY;
AS1668;University of Nottingham;MY;
AS406;Avans University of Applied Sciences - School of International Studies (ASIS);NL;
AS778;Christelijke Agrarische Hogeschool;NL;
AS1515;Delft Universiy of Technology;NL;
AS1407;Design Academy;NL;
AS1376;Erasmus Universiteit;NL;
AS1101;Fontys University of Applied Scieces;NL;
AS1012;HOGESCHOOL ENSCHEDE, (Saxion University of Applied Sciences);NL;
AS834;Haagse Hogeschool - Den Haag ;NL;
AS1081;Hanze University Groningen;NL;
AS833;Inholland University - Rotterdam ;NL;
AS1139;International Criminal Court;NL;
AS1118;KNMI: Koninklijk Nederlands Meteorologisch Instituut;NL;
AS205;Landbouwuniversitet Wageningen;NL;
AS417;Maastricht University;NL;
AS1592;Nijmegen - Radboud University Nijmegen;NL;
AS1144;P.C. Hogeschool Marnix Academie;NL;
AS283;Radboud University Nijmegen (School of Management);NL;
AS1261;Stenden Hogeschool;NL;
AS1174;Technische Universiteit Eindhoven;NL;
AS218;Universitated Leiden;NL;
AS1512;Universiteit Twente;NL;
AS351;Universiteit Utrecht;NL;
AS1100;Universiteit Van Amsterdam;NL;
AS578;University of Groningen;NL;
AS640;University of Tilburg;NL;
AS641;University of Twente;NL;
AS854;VRIJE UNIVERSITEIT AMSTERDAM;NL;
AS319;VU University;NL;
AS207;Agricultural University of Norway;NO;
AS1370;BI Norwegian Business School;NO;
AS1064;Diakonova University College;NO;
AS1819;HØGSKOLEN I NARVIK    2021     ;NO;
AS832;Molde University College ;NO;
AS1351;NHH Norwegian School of Economics;NO;
AS983;NORWEGIAN UNIVERSITY OF SCIENCE AND TECHNOLOGY;NO;
AS311;Norvegian school of sport sciences (NIH, Norges Idrettshogskole);NO;
AS455;Norwegian University of Science and Technology;NO;
AS1142;Oslo University College;NO;
AS1810;Oslo and Akershus;NO;
AS577;Telemark University College;NO;
AS984;UNIVERSITY OF TROMSØ;NO;
AS236;Universitetet Bergen;NO;
AS576;University of Agder (UiA);NO;
AS625;University of Oslo;NO;
AS711;Volda University;NO;
AS1669;University of Auckland;NZ;
AS1323;University of Otago;NZ;
AS1316;Victoria University of Wellington;NZ;
AS527;Universidad Católica Los Ángeles ;PE;
AS1336;Universidad ESAN;PE;
AS1466;Universidad de Lima;PE;
AS1844;Universidad de Piura ;PE;
AS1368;Asian Institute of Management;PH;
AS941;AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY AKADEMIA GÓRNICZO-HUTNICZA IM. ST. STASZICA;PL;
AS1167;Academy of physical education and sport;PL;
AS246;Akademia Medyczna w Gdansku;PL;
AS1898;Akademia Obrony Narodowej;PL;
AS1607;Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej;PL;
AS860;Akademia Podlaska - Siedlce;PL;
AS835;Akademia Polonijna w Czestochowie;PL;
AS1670;Alcide De Gasperi University of Euroregional Economy in Józefów;PL;
AS1582;Bielsko Biala School of finance and law;PL;
AS1257;COLLEGE OF COMPUTER SCIENCE AND BUSINESS ADMINISTRATION ;PL;
AS1102;Cardinal Stefan Wyszynski University in Warsaw;PL;
AS523;Gdansk School of Banking;PL;
AS1172;Gdansk University of Technology;PL;
AS1905;General Tadeusz Kosciuszko Military Academy of land forces;PL;
AS753;Helena Chodkowska University of Management and Law in Warsaw;PL;
AS761;Jan Kochanowski University in Kielce;PL;
AS1796;KATOLICKI UNIWERSITER LUBELSKY J.PAWLA II ;PL;
AS425;Karol Adamiecki Uniwersytet Economiczny w Katowicach;PL;
AS1062;Krakowska Akademia im. Andrzeya Frycza Modrzewskiego;PL;
AS1752;Kujawsko-Pomorska Szko&#322 a Wy&#380 sza w Bydgoszczy - Kujawy and Pomorze University in Bydgoszcz;PL;
AS715;Lazarski University School of Commerce and Law;PL;
AS876;Leon Ko&#378 mi&#324 ski Academy of Entrepreneurship and Management;PL;
AS579;Maria Curie-Sk&#322 odowska University (MCSU);PL;
AS1168;Medical University of Gdansk;PL;
AS1171;Military Universioty of Technology-Warsaw;PL;
AS1247;POLITECHNIKA BIALOSTOCKA;PL;
AS1149;POLITECHNIKA KRAKOWSKA IM. TADEUSZA KOSCIUSZKI;PL;
AS944;POLITECHNIKA LODZKA;PL;
AS1129;POLITECHNIKA WARSZAWSK;PL;
AS1593;Pa&#324 stwowa Wy&#380 sza Szko&#322 a Informatyki i Przedsi&#281 biorczo&#347 ci ;PL;
AS1770;Pa&#324 stwowa Wy&#380 sza Szko&#322 a Zawodowa im. Jana Grodka w Sanoku;PL;
AS751;Panstwowa Wyzsza Szkola Zawodowa im. Prezydenta Stanislawa Wojciechowskiego w Kaliszu;PL;
AS713;Polish-Japanese Institute;PL;
AS1739;Politechnika &#346 l&#261 ska - Silesian University of Technology  ;PL;
AS291;Politechnika Gdañska;PL;
AS289;Politechnika Koszaliñska;PL;
AS1003;Politechnika Lubelska Uniwersytet;PL;
AS512;Politechnika Opolska;PL;
AS1743;Politechnika Pozna&#324 ska - Poznan University of Technology;PL;
AS1696;Politechnika Swietokrzyska;PL;
AS456;Politechnika Wroclawska;PL;
AS1740;Politechnika Wroclawska - Wroclaw University of Technology – ;PL;
AS1906;Polsko-Japonska Wyzsza Szkola Technik Komputerowych ;PL;
AS1851;Pomeranian University in Slupsk;PL;
AS446;Poznan University;PL;
AS1616;Stanislaw Staszic College of Public Administration in Bialystok;PL;
AS779;Szkola Glowna Gospodarstwa Wiejskiego;PL;
AS1173;Technical Univesity of  Lodz;PL;
AS1832;Tischner European University;PL;
AS752;Torun School of Banking ;PL;
AS1015;UNIWERSYTET MIKOLAJA KOPERNIKA;PL;
AS1121;UNIWERSYTET SLASKI;PL;
AS1732;University College of Enterprise and Administration in Lublin;PL;
AS809;University of Agriculture in Krakow;PL;
AS1899;University of Business in Wroclaw;PL;
AS426;University of Lodz;PL;
AS859;University of Rzeszów ;PL;
AS224;University of Technology;PL;
AS780;Universyet Technologiczno;PL;
AS858;Universytet w Bia&#322 ymstoku;PL;
AS1746;Uniwersytet Gda&#324 ski - University of Gda&#324 sk;PL;
AS245;Uniwersytet Gdanski;PL;
AS889;Uniwersytet Im.Adama Mickiewicz;PL;
AS238;Uniwersytet Jagiellonski w Krakowie;PL;
AS1838;Uniwersytet Medyczny im. Piastów &#346 l&#261 skich we Wroc&#322 awiu (University of Medicine Wroclaw);PL;
AS1788;Uniwersytet Pedagogiczny Im.Ken w Krakow - Pedagogical University of Cracow;PL;
AS1726;Uniwersytet Przyrodniczy w Lublinie;PL;
AS251;Uniwersytet Szczecinski;PL;
AS1283;Uniwersytet Warminsko – Mazurski W Olsztynie ;PL;
AS712;Uniwersytet Wroclawski;PL;
AS1753;Uniwersytet Zielonogórski - University of Zielona Góra;PL;
AS796;Warsaw School of Economics;PL;
AS306;Warsaw University;PL;
AS1769;Warsaw University of Life Sciences - SGGW;PL;
AS664;Wyzsza Szkola Bankowa di Wroclaw;PL;
AS714;Wyzsza Szkola Spoleczno Przyrodnicza;PL;
AS447;Zachodniopomorski Uniwersytet Technologiczny;PL;
AS1706;AN-NAJAH NATIONAL UNIVERSITY;PS;
AS1707;AN-NAJAH NATIONAL UNIVERSITY;PS;
AS881; Instituto Politécnico de Beja;PT;
AS1263; Universidade Portucalense Infante D. Henrique (UPT);PT;
AS1408;ESAD-Escola superior de Artes e Design de Caldas da Rainha;PT;
AS1143;Escola Superior de Educaçao de Bragança ;PT;
AS1606;Escola Superior de Educação de Fafe;PT;
AS1715;Escola Superior de Tecnologia da Saúde;PT;
AS1578;INP - Instituto Superior Novas Profissões;PT;
AS1251;INSTITUTO POLITÉCNICO ;PT;
AS1252;INSTITUTO POLITÉCNICO ;PT;
AS1621;IPAM - The Marketing School;PT;
AS665;ISAG -Instituto Superior de Administração e Gestão di Porto;PT;
AS758;ISAG Instituto Superior de Administração e Gestão di Porto;PT;
AS321;Instituto Politecnico;PT;
AS791;Instituto Politecnico de Castelo Branco;PT;
AS801;Instituto Politecnico de Leiria;PT;
AS1004;Instituto Politecnico de Viana Do Castelo;PT;
AS717;Instituto Politecnico de Viseu;PT;
AS322;Instituto Politécnico;PT;
AS354;Instituto Politécnico;PT;
AS1169;Instituto Politécnico  do Porto;PT;
AS750;Instituto Portugues de Administraçao de Marketing - IPAM;PT;
AS473;Instituto Superior Tecnico;PT;
AS1613;Instituto Superior da Maia;PT;
AS1565;Instituto Superior de Ciencias Sociais e Politicas (ISCSP);PT;
AS314;Instituto Superior de Ciéncia do Trabalho e da Empresa;PT;
AS1561;Instituto Superior de Contabilidade e Administracao do Porto (ISCAP);PT;
AS1617;Instituto Superior de Entre Douro e Vouga;PT;
AS747;Instituto Superior de Entre Douro e Vouga;PT;
AS1836;Instituto Universitario de Lisboa (ISCTE-IUL);PT;
AS836;Instituto politecnico do Porto ;PT;
AS748;Instituto superior Miguel Torga ;PT;
AS749;Instituto superior de Gestao ;PT;
AS960;Istituto Politecnico di Lisbona;PT;
AS1537;Poltytechnic Institute of Cavado and Ave;PT;
AS934;UNIVERSIDADE CATOLICA PORTUGUESA;PT;
AS945;UNIVERSIDADE DE COIMBRA       ;PT;
AS936;UNIVERSIDADE LUSÓFONA DE HUMANIDADES E TECNOLOGIAS;PT;
AS861;Universidade Aberta;PT;
AS1179;Universidade Atlântica;PT;
AS1335;Universidade Catolica Portuguesa, Porto;PT;
AS1585;Universidade Fernando Pessoa;PT;
AS862;Universidade Lusiada ;PT;
AS1747;Universidade Lusófona do Porto;PT;
AS384;Universidade Nova de Lisboa (UNL);PT;
AS296;Universidade Técnica de Lisboa (UTL);PT;
AS1647;Universidade da Beira Interior;PT;
AS580;Universidade da Madeira;PT;
AS1056;Universidade de Aveiro;PT;
AS275;Universidade de Coimbra;PT;
AS247;Universidade de Lisboa;PT;
AS716;Universidade de Madeira;PT;
AS1264;Universidade de Trás-os-Montes e Alto Douro;PT;
AS1727;Universidade de Évora;PT;
AS371;Universidade de Évora;PT;
AS536;Universidade do Algarve (UAlg);PT;
AS581;Universidade do Minho (UMinho);PT;
AS449;Universidade do Porto;PT;
AS1262;Universidade dos Açores;PT;
AS781;Universidade dos Açores;PT;
AS654; Universitatea Babes-Bolyai;RO;
AS592;&#350 coala Na&#355 ional&#259  de Studii Politice &#351 i Administrative  (SNSPA);RO;
AS1697;Academia Tehnica Militara;RO;
AS1420;Academy of Economic Studies Bucharest;RO;
AS1439;Academy of Economic Studies Bucharest;RO;
AS1539;Agora University of Oradea;RO;
AS1268;Constantin Brâncu&#351 i University of Targu Jiu (Universitatea "Constantin Brâncu&#351 i";RO;
AS1161;Danubius University;RO;
AS924;Ion Mincu University of Architecture and Urbanism Bucharest ;RO;
AS987;LUCIAN BLAGA UNIVERSITY OF SIBIU;RO;
AS1614;Romanian-American University;RO;
AS1615;Romanian-American University;RO;
AS1059;Technical University of Cluj Napoca;RO;
AS1030;Transilvania University of Brasov ;RO;
AS900;UNIVERSITATEA "STEFAN CEL MARE" DIN SUCEAVA;RO;
AS991;UNIVERSITATEA "VASILE ALECSANDRI" ;RO;
AS940;UNIVERSITATEA DE &#350 TIINTE AGRICOLE &#350 I MEDICIN&#258  VETERINAR&#258  IA&#350 I “ION IONESCU DE LA BRAD”;RO;
AS937;UNIVERSITATEA DE MEDICINA SI FARMACIE "IULIU HATIEGANU" DIN CLUJ-NAPOCA ;RO;
AS939;UNIVERSITATEA DE MEDICINA SI FARMACIE “GRIGORE T. POPA”;RO;
AS901;UNIVERSITATEA DE VEST DIN TIMÍSOARA;RO;
AS975;Universidad din Oradea ;RO;
AS1842;Universitatea  Titu Maiorescu ;RO;
AS754;Universitatea "Alexandru Ioan Cuza";RO;
AS448;Universitatea "Dunarea de Jos";RO;
AS1267;Universitatea "Vasile Alecsandri" din Bacau ;RO;
AS719;Universitatea 1 Decembrie 1918 Alba Iulia;RO;
AS590;Universitatea Ovidius din Constan&#355 a ;RO;
AS1106;Universitatea Politehnica din Bucuresti;RO;
AS1744;Universitatea Tehnic&#259  de Construc&#539 ii din Bucure&#537 ti;RO;
AS634;Universitatea Tehnica din Cluj-Napoca;RO;
AS917;Universitatea Tehnica “GH. ASACHI” ;RO;
AS1134;Universitatea Valahia Targoviste;RO;
AS534;Universitatea de &#350 tiin&#355 e Agricole &#351 i Medicin&#259  Veterinar&#259 ;RO;
AS1269;Universitatea de Medicin&#259  &#537 i Farmacie din Târgu Mure&#537 ;RO;
AS933;Universitatea de Medicina si Farmacie “Carol Davila”;RO;
AS310;Universitatea de Nord Baia Mare;RO;
AS810;Universitatea de Stinte Agricole si Medicina Veterinara a Banatului - Timisoara;RO;
AS591;Universitatea de Vest din Timi&#351 oara;RO;
AS589;Universitatea din Bucure&#351 ti;RO;
AS783;Universitatea din Craiova;RO;
AS1060;Universitatea “Politehnica” din Timisoara;RO;
AS838;University "Stefan Cel Mare" Suceava ;RO;
AS1656;University "Vasile Goldi&#351 ";RO;
AS1600;University of Agronomic Sciences and Veterinary Medicine;RO;
AS1599;University “Aurel Vlaicu”;RO;
AS666;University “Petru Maior” di Targu Mures;RO;
AS342;University of Belgrade;RS;
AS1207;University of Novi Sad;RS;
AS1205;Bauman Moscow State Technical University;RU;
AS429;Higher school of economics - National Research University;RU;
AS1664;ITMO  National Research Institute of Information Technologies, Mechanics and Optics;RU;
AS887;Istituto di Storia dell’arte;RU;
AS1204;Kursk State Technical University;RU;
AS1792;Lobachevsky State University;RU;
AS1839;Lobachevsky State University;RU;
AS657;Moscow State Institute of International Relations (MGIMO);RU;
AS501;Moscow State Technical University of Radio Engineering (MIREA);RU;
AS1306;New Economic School - NES;RU;
AS1927;North-Caucasus Federal University (NCFU);RU;
AS1523;Peoples' Friendship University;RU;
AS1843;Perm State University;RU;
AS1455;Plekhanov Russian Academy of Economics;RU;
AS1808;RANEPA School of Public Policy;RU;
AS392;Russian International Academy for Tourism;RU;
AS1572;Russian State University for the Humanities;RU;
AS1677;Russian University of Theatre Arts;RU;
AS1538;Saint Petersburg University of Management and Economics;RU;
AS1822;South Ural State University;RU;
AS482;State Technical University;RU;
AS285;State University;RU;
AS1076;State University of Management;RU;
AS1409;State university of technology and design;RU;
AS1274;Università Psico-pedagogica;RU;
AS1625;Università Socio-pedagogica Statale di Volgograd;RU;
AS1823;Università Statale Pedagogica di Voronezh;RU;
AS1774;Università Statale di Economia, statistica e informatica di Mosca (MESI);RU;
AS1824;Università statale M.V. Lomonosov;RU;
AS866;Akademi för Språk och medier;SE;
AS1196;Blekinge Institute of Technology (BTH);SE;
AS1303;Chalmers University of Technology;SE;
AS839;Dalarna University ;SE;
AS821;GÖTEBORGS UNIVERSITET;SE;
AS840;Hogskolan Kristianstad ;SE;
AS696;Hogskolan Skovde;SE;
AS433;Högskolan Dalarna;SE;
AS1362;Jönköping University;SE;
AS1513;KTH Royal Institute of Technology;SE;
AS1223;Karlstads universitet;SE;
AS235;Kungliga Tekniska Högskolan;SE;
AS1243;LIKNKÖPINGS UNIVERSITET;SE;
AS1820;LULEÅ TEKNISKA UNIVERSITET ;SE;
AS955;Linkopings Universitet, Linkoping;SE;
AS533;Linnaeus University;SE;
AS284;Lund university (Centre for Sustainability Studies);SE;
AS478;Lunds Universitet;SE;
AS1215;Malmö University;SE;
AS1901;Mid Sweden University;SE;
AS318;Mälardalens Högskola;SE;
AS1041;STIFTELESEN HÖGSKOLAN I JÖNKÖPING;SE;
AS1345;Stockholm School of Economics ;SE;
AS612;Stockholms Universitet;SE;
AS203;Sveriges Lantbruksuniveristet;SE;
AS1594;Umea University;SE;
AS1082;University College West;SE;
AS1181;University of Borås;SE;
AS524;Uppsala Universitet;SE;
AS1356;Nanyang Technological University;SG;
AS1353;National University of Singapore;SG;
AS1463;Singapore Management University;SG;
AS387;EMUNI University;SI;
AS1416;University of Maribor;SI;
AS931;University of Nova Gorica ;SI;
AS667;University of Primorska di Koper;SI;
AS880;Università di Maribor;SI;
AS593;Univerza na Primorskem;SI;
AS233;Univerza v Ljubljani;SI;
AS1156;  Slovak University of Agricolture in Nitra ;SK;
AS1712;Pavol Jozef Safarik University;SK;
AS1900;Slovak Medical University;SK;
AS1569;Slovak University of Technology ;SK;
AS1570;Slovak University of Technology ;SK;
AS1571;Slovak University of Technology ;SK;
AS1242;TREN&#268 IANSKA UNIVERZITA ALEXANDRA DUB&#268 EKA ;SK;
AS465;Technicka Univerzita V Kosiciach;SK;
AS1273;Trnavská univerzita v Tmave;SK;
AS903;UNIVERZITA KOMENSKEHO V BRATISLAVE;SK;
AS938;UNIVERZITA MATEJA BELA;SK;
AS878;University of Economics,  Bratislava;SK;
AS1626;Università Cattolica di Ružomberok - Facoltà di scienze della Formazione;SK;
AS959;Università Comenio di Bratislava;SK;
AS1852;Univerza Konstantina Filozofa;SK;
AS892;Univerzita Mateja Bela;SK;
AS1763;Vysoká škola manažmentu v Tren&#269 íne ;SK;
AS1150;ZILINSKÁ UNIVERZITA V ZILINE;SK;
AS298;Università della Repubblica di San Marino;SM;
AS1125;Université Cheik Anta Diop de Dakar;SN;
AS1206;Université de Ziguinchor;SN;
AS1566;Higher Institute of Business Administration;SY;
AS375;Asian Institute of Technology;TH;
AS1495;Chiang Mai University;TH;
AS1372;Chulalongkorn University;TH;
AS1494;Kasem Bundit University;TH;
AS1493;Khon Kaen University;TH;
AS1342;Thammasat University;TH;
AS1130;KARABUK UNIVERSITY;TN;
AS1524;Université de Tunis El Manar ;TN;
AS1212; &#304 stanbul &#350 ehir Üniversitesi;TR;
AS1907;&#304 ZM&#304 R KAT&#304 P ÇELEB&#304  ÜN&#304 VERS&#304 TES&#304           ;TR;
AS1860;&#304 ZM&#304 R YÜKSEK TEKNOLOJ&#304  ENST&#304 TÜSÜ - &#304 YTE ;TR;
AS1180;&#304 stanbul Arel Üniversitesi;TR;
AS1784;&#304 stanbul Ticaret Üniversitesi;TR;
AS992;AHI EVRAN UNIVERSITESI;TR;
AS1821;AHI EVRAN UNIVERSITESI     ;TR;
AS957;Adnan Menderes Üniversitesi;TR;
AS823;Adyaman University;TR;
AS1177;Afyon Kocatepe Universitesi;TR;
AS784;Akdeniz University;TR;
AS792;Anadolu Universitesi;TR;
AS617;Ankara Üniversitesi;TR;
AS1586;Artvin Coruh Univeristesi;TR;
AS788;Atatürk University;TR;
AS1671;Atilim University;TR;
AS670;Balikesir University;TR;
AS756;Baskent University ;TR;
AS1663;Beykent Üniversitesi;TR;
AS1080;Bilgi University;TR;
AS1430;Bilkent University;TR;
AS1272;Bogaziçi Üniversitesi ;TR;
AS1061;Cankaya University;TR;
AS1604;Cukurova University;TR;
AS1039;Cukurova University ;TR;
AS905;DOKUZ EYLUL UNIVERSITY;TR;
AS785;Dicle University;TR;
AS1145;Dokuz Eylul Universitesi Izmir ;TR;
AS631;Ege University;TR;
AS786;Ege University;TR;
AS1036;Erciyes University ;TR;
AS1884;Erzincan University;TR;
AS757;Fatih University ;TR;
AS1020;GEDIZ UNIVERSITESI;TR;
AS618;Galatasaray Üniversitesi;TR;
AS943;HACETTEPE ÜNIVERSITESI ;TR;
AS1123;Harran University   ;TR;
AS1584;Hasan Kalioncu University ;TR;
AS1698;Hava Harp Okulu;TR;
AS1609;Instambul Kemerburgaz Universitesi;TR;
AS1793;Istanbul - Istanbul Medipol University;TR;
AS669;Istanbul Aydin University;TR;
AS1722;Istanbul Sabahattin Zaim Üniversitesi;TR;
AS841;Istanbul University ;TR;
AS1885;Karabuk University;TR;
AS1699;Karamano&#287 lu Mehmetbey Üniversitesi;TR;
AS1037;Kirikkale University ;TR;
AS1573;Kocaeli University;TR;
AS1360;Koç University;TR;
AS988;MARMARA ÜNIVERSITESI;TR;
AS1798;MELIKSAH UNIVERSITY;TR;
AS906;MUGLA UNIVERSITESI;TR;
AS1922;Mardin Artuklu University;TR;
AS1176;Mehmet Akif Ersoy University –Burdur ;TR;
AS1035;Mersin University ;TR;
AS1175;Middle East  Technical University;TR;
AS1159;Mimar Sinan Guzel Santalr Universitesi -Istanbul;TR;
AS787;Mustafa Kemal Universitesi;TR;
AS1109;Mustafa Kemal Universitesi, Iskenderum;TR;
AS820;Namik Kemal University - Tekirdag ;TR;
AS1735;Nisantasi University;TR;
AS922;Okan Universitesi Istanbul ;TR;
AS1608;Ondokuz Mayis Universitesi Samsun;TR;
AS1038;Ordu University;TR;
AS1700;Osmaniye Korkut Ata Üniversitesi;TR;
AS1034;Pamukkale Universitesi;TR;
AS1459;Sabanci University;TR;
AS619;Sakarya Üniversitesi ;TR;
AS307;Selçuk University;TR;
AS1028;Siirt University;TR;
AS1789;Süleyman Demirel Üniversitesi - Süleyman Demirel University;TR;
AS1016;T.C. DOGUS UNIVERSITESI;TR;
AS1902;T.C. Instanbul Kultur Universitesi;TR;
AS466;Teknik Universitesi;TR;
AS1755;Turgut Özal University - Turgut Ozal University;TR;
AS1771;U&#351 ak Üniversitesi - Usak University;TR;
AS812;ULUDAG UNIVERSITESI;TR;
AS1583;University of Economics;TR;
AS1729;University of Gazi;TR;
AS1040;University of Karadeniz;TR;
AS1044;YEDITEPE UNIVERSITY;TR;
AS879;Yasar University;TR;
AS1270;Yeni Yüzy&#305 l Üniversitesi;TR;
AS1271;Yeni Yüzy&#305 l Üniversitesi;TR;
AS842;Yildiz Teknik Universiteti ;TR;
AS1285;Yüzüncü Y&#305 l University ;TR;
AS1791;Çanakkale Onsekiz Mart Üniversitesi ;TR;
AS1434;Özye&#287 in University;TR;
AS1654;Da-Yeh University;TW;
AS1355;National Chengchi University;TW;
AS1431;National Sun Yat-sen university;TW;
AS1354;National Taiwan University;TW;
AS658; Taras Shevchenko National University of Kyiv ;UA;
AS1288;Berdyansk State Pedagogical University;UA;
AS1287;Classic Private University Zaporozhye;UA;
AS1209;Donetsk National Technical University;UA;
AS1659;Ivan Franko National University of Lviv;UA;
AS1289;Mariupol State Humanitarian University;UA;
AS1290;Pridneprovie State Academy of Civil Engineering and Architecture;UA;
AS1183;Ukrainian Academy of Banking of the National Bank of Ukraine, Sumy ;UA;
AS1624;Università Nazionale di Economia Urbana "O.M. Beketov";UA;
AS981;ADELPHI UNIVERSITY;US;
AS1022;ARCADIA UNIVERSITY;US;
AS1804;American University in Washington;US;
AS1367;Arizona State University;US;
AS1429;Babson College;US;
AS1432;Boston College;US;
AS1305;Boston University;US;
AS1371;Brandeis University;US;
AS1816;Brigham Young University;US;
AS1419;California State Polytechnic University;US;
AS1889;Cape Wildlife Center, Banstable  ;US;
AS262;Carnegie Mellon University;US;
AS1487;Case Western Reserve University;US;
AS1417;College of Charleston;US;
AS1120;Colorado School of Mines;US;
AS1890;Colorado State University  ;US;
AS431;Columbia university;US;
AS1443;Cornell University;US;
AS1444;Dartmouth College;US;
AS1488;Duke University;US;
AS1861;Duke University - Fuqua School of Business;US;
AS1375;Emory University;US;
AS1655;Fairleigh Dickinson University;US;
AS1216;Fairleigh Dickinson University (FDU);US;
AS441;Fordham University;US;
AS1445;Georgetown University;US;
AS1446;Georgia Institute of Technology;US;
AS355;Georgia State University;US;
AS1549;Hamline University;US;
AS1383;Indiana University;US;
AS432;Johns Hopkins University;US;
AS443;Miami - Florida International  University - Chapman Graduate School Of Business;US;
AS394;Michigan Technological University;US;
AS1131;Mount Sinai School of Medicine University;US;
AS505;New Jersey Institute of Technology;US;
AS1352;New York University;US;
AS1560;North Carolina State University;US;
AS407;Northeastern University - College of Business Administration (CBA);US;
AS1878;Northwestern University;US;
AS1350;Ohio State University;US;
AS1693;Oregon State University;US;
AS228;PACE University;US;
AS1489;Pennsylvania State University;US;
AS1882;Pitzer College;US;
AS650;Polytechnic Institute of New York University;US;
AS1865;Princeton University;US;
AS1456;Purdue University;US;
AS1864;RUTGERS - The state University of new Jersey;US;
AS1347;Rensselaer Polytechnic Institute;US;
AS504;Rutgers University;US;
AS1460;San Diego State University;US;
AS1010;Seaton Hall University;US;
AS1346;Southern Methodist University;US;
AS395;State University of New York;US;
AS1632;Temple University;US;
AS1818;Texas A&M University;US;
AS356;The City College;US;
AS1340;The George Washington University;US;
AS1310;The State University of New York;US;
AS1891;The University of Georgia;US;
AS1339;The University of Texas at Austin;US;
