COD;DES
12950140;SEMINARIO STRATEGIE DIDATTICHE E TECNICHE PER L'INTEGRAZIONE DEI DISABILI
12950141;PEDAGOGIA DELLA COMUNICAZIONE (C.A.)
12950142;DIDATTICA E VALUTAZIONE
12950143;PSICOPATOLOGIA GENERALE (C.A.)
12950144;PSICOLOGIA DELL'ORIENTAMENTO SCOLASTICO E PROFESSIONALE II
12950145;SEMINARIO STRATEGIE DIDATTICHE E TECNOLOGIE PER L'INTEGRAZIONE DEI DISABILI II
12950146;PIANIFICAZIONE E GESTIONE DEI SERVIZI I
12950147;POLITICA E PROGRAMMAZIONE DELLE ISTITUZIONI
12950148;PSICOLOGIA DELLO SVILUPPO II
12950149;LINGUA E TRADUZIONE LINGUA SPAGNOLA II
12950150;LABORATORIO LINGUA E TRADUZIONE DELLO SPAGNOLO UTILIZZATO NEL CAMPO DELLA FORMAZIONE
12950151;TEORIA E STORIA DEL PENSIERO SCIENTIFICO MODERNO E CONTEMPORANEO
12950152;PROGRAMMAZIONE ECONOMICA DELLE IMPRESE E DEI SERVIZI I° SEM
12950153;TEORIA E STORIA DEL PENSIERO SCIENTIFICO MODERNO E CONTEMPORANEO I° SEM
12950154;SEMINARIO DI ORGANIZZAZIONE E PROGETTAZIONE DEI SERVIZI SOCIOEDUCATIVI
12950155;ETICA DELLA COMUNICAZIONE
12950156;SEMINARIO DI MEDICINA PREVENTIVA E PSICOPATOLOGIA FORENSE
12950157;MEDICINA PREVENTIVA E PSICOPATOLOGIA FORENSE
12950158;LINGUA E TRADUZIONE DALL'INGLESE UTILIZZATO NEL CAMPO DELLA FORMAZIONE
12950159;DIRITTO PROCESSUALE, AMMINISTRATIVO, PROCESSUALE PENALE
12950160;PEDAGOGIA SPERIMENTALE
12950161;STORIA DEL TEATRO E DELLO SPETTACOLO II SEM
12950162;MEDICINA PREVENTIVA E PSICOPATOLOGIA FORENSE II SEM
12950163;STORIA DELLA LETTERATURA PER L'INFANZIA E DELL'EDITORIA GIOVANILE II SEM
12950164;DIDATTICA E COMUNICAZIONE
12950165;SEMINARIO MEDICINA DEL LAVORO
12950166;PSICOLOGIA DELL'ISTRUZIONE E DELLA FORMAZIONE
12950167;GESTINONE E MARKETING DELLE IMPRESE DI COMUNICAZIONE SOCIALE
12950168;SEMINARIO DI MEDICINA PREVENTIVA E PSICOPATOLOGIA FORENSE II SEM
12950169;SEMINARIO DI PSICOPATOLOGIA GENERALE
19000001;VERIFICA INTERMEDIA
19300001;LABORATORIO INTEGRATO DI MATEMATICA E FISICA
19300002;LABORATORIO DI DIDATTICA DELLA STORIA DELL'ARTE
19300003;DIDATTICA DELLA MATEMATICA
19300004;ESAME DIDATTICO DI SECONDO SEMESTRE
19300005;DIDATTICA DELLE MATERIE ECONOMICO-AZIENDALI E SOCIOPEDAGOGICHE
19300006;DIDATTICA DELLE MATERIE ECONOMICO-GIURIDICHE E SOCIOPEDAGOGICHE
19300007;DIDATTICA DELLE MATERIE ECONOMICO-GIURIDICHE E SOCIOPEDAGOGICHE 2
19300008;SCIENZE FILOSOFICHE E STORICHE 2
19300009;SCIENZE FILOSOFICHE E STORICHE E SCIENZE PEDAGOGICHE
19300010;PSICOLOGIA SPERIMENTALE
19300011;DIDATTICA DELLA STORIA DELL'ARTE CONTEMPORANEA
19300012;DIDATTICA DELLA STORIA DELL'ARTE CLASSICA
19300013;LABORATORIO DI DIDATTICA DELLA STORIA DELL'ARTE E DI ANALISI DELL'OPERA D'ARTE E METODI DI ATTRIBUZIONE
19300014;STUDIO E LABORATORIO DEI LINGUAGGI DELLA COMUNICAZIONE E ANALISI DELL'OPERA D'ARTE, DELL'ARCHITETTURA, DELLA CITTA' E DEL TERRITORIO
19300015;LABORATORIO DI METODOLOGIE INFORMATICHE E STRUMENTI PER IL DISEGNO, LA GEOMETRIA DESCRITTIVA E IL RILIEVO
19300016;ESAME DI TERZO SEMESTRE
19300017;LABORATORIO DI DIATTICA DELLA CHIMICA: ASPETTI STORICO-EPISTEMOLOGICI
19300018;BIOTECNOLOGIE:ASPETTI SCIENTIFICI E DIDATTICI
19300019;TEORIE DELLE SCIENZE FILOSOFICHE E STORICHE E SCIENZE PEDAGOGICHE
19300020;TEORIE DELLE SCIENZE FILOSOFICHE E STORICHE
19300021;REPERTORI DELLA MUSICA DEL XX SECOLO
19300022;DRAMMATURGIA MUSICALE E DIDATTICA DELLA STORIA DELLA MUSICA
19300023;MUSICA E MULTIMEDIALITA'
19300024;SCUOLA E SOCIETA' DI MASSA
19300025;APPLICAZIONI DIDATTICHE DELLA GEOMETRIA DELLA VISIONE
19300026;DIDATTICA DELLA STORIA DELL'ARTE E RIPRODUZIONE DELLE IMMAGINI
19300027;VALUTAZIONE + INFORMATICA
19300028;LA RICERCA IN DIDATTICA DELLA CHIMICA
19300029;IMPIANTI INDUSTRIALI CHIMICI: UNA RIFLESSIONE SULLA DIDATTICA
19300030;DIDATTICA DELLA CHIMICA ANALITICA E ANALISI STRUMENTALE
19300031;DIDATTICA DELLA CHIMICA FISICA
19300032;DIDATTICA DELLA MATEMATICA / DIDATTICA DELLA FISICA
19300033;PRIMO SEMESTRE - AREA 1
19300034;PRIMO SEMESTRE - AREA 2
19300035;ESAME FINALE DI PRIMO ANNO
19300036;TEORIE E PRASSI EDUCATIVE NELLE SCIENZE MOTORIE 2
19300037;ESAME DI STATO S.S.I.S.
19300038;TIROCINIO I ANNO
19300039;TIROCINIO II ANNO
19300040;RELAZIONE FINALE
19300041;CREDITI RICONOSCIUTI
19300042;PROVE INTEGRATIVE I ANNO
19300043;IDONEITA' LINGUA INGLESE
19300044;IDONEITA' LINGUA FRANCESE
19300045;VERIFICA E VALUTAZIONE DEI PROCESSI FORMATIVI E LABORATORIO INFORMATICO
19300046;IDONEITA' LINGUA TEDESCA
19300047;IDONEITA' LINGUA SPAGNOLA
19300048;METODOLOGIA DELLA DIDATTICA DELLA STORIA DELL'ARTE
19300049;GLOTTODIDATTICA E LEGISLAZIONE SCOLASTICA
19300050;SECONDO SEMESTRE - AREA 2
19300051;PERCORSI DISCIPLINARI MODULARI 2
19300052;SCIENZE FILOSOFICHE
19300053;GLOTTODIDATTICA E ANALISI DELLA LINGUA FRANCESE
19300054;GLOTTODIDATTICA E ANALISI DELLA LINGUA INGLESE
19300055;ESAME FINALE AREA 1 (II ANNO)
19300056;STORIA DELLA CRITICA D'ARTE
19300057;ITALIANO
19300058;STORIA
19300059;LATINO
19300060;GRECO
19300061;VERIFICA DELL'APPRENDIMENTO E TRATTAMENTO DELL'HANDICAP
19300062;PERCORSI DISCIPLINARI 1
19300063;GEOGRAFIA DELL'AMBIENTE E DEL PAESAGGIO
19300064;ASPETTI STORICO-EPISTEMOLOGICI E LABORATORIO NELLA DIDATTICA DELLA CHIMICA
19300065;PROVA DI VALUTAZIONE INTERMEDIA
19300066;PRIMA PROVA INTERMEDIA
19300067;ESAME I ANNO I SEMESTRE
19300068;CHIMICA E MICROBIOLOGIA 1
19300069;PROVA INTERMEDIA
19300070;DIDATTICA DELLA SCUOLA E LEGISLAZIONE SCOLASTICA
19300071;ESAME I ANNO II SEMESTRE
19300072;SCIENZE PEDAGOGICHE
19300073;AMBIENTE, PROGRAMMAZIONE E TECNOLOGIE DELL'EDUCAZIONE
19300074;DIDATTICA DELLA LETTERATURA GRECA
19300075;ANALISI E VARIAZIONE DELLA LINGUA INGLESE
19300076;DIDATTICA DELLA LINGUA INGLESE E OSSERVAZIONE DELLA PRATICA SCOLASTICA
19300077;DIDATTICA DELLA LINGUA FRANCESE E OSSERVAZIONE DELLA PRATICA SCOLASTICA
19300078;DIDATTICA DELLE CULTURE E DELLE LETTERATURE DI LINGUA INGLESE
19300079;DIDATTICA DELLE CULTURE E DELLE LETTERATURE DI LINGUA FRANCESE
19300080;GEOGRAFIA
19300081;GEOGRAFIA POLITICA ED ECONOMICA
19300082;GEOGRAFIA UMANA
19300083;PROVA DI VALUTAZIONE INTERMEDIA 2
19300084;ANALISI E VARIAZIONE DELLA LINGUA FRANCESE
19300085;PRINCIPI DI GLOTTODIDATTICA
19300086;DIDATTICA DELLA LINGUA E DELLE VARIETA' DELL'INGLESE
19300087;DIDATTICA DELLA LINGUA E DELLE VARIETA' DEL FRANCESE
19300088;COSTRUZIONE DI PROVE DI VERIFICA
19300089;ELEMENTI DI MATEMATICA: ASPETTI DISCIPLINARI E DIDATTICI
19300090;ELEMENTI DI BIOLOGIA: ASPETTI DISCIPLINARI E DIDATTICI
19300091;ELEMENTI DI GEOLOGIA: ASPETTI DISCIPLINARI E DIDATTICI
19300092;ANALISI DELLA LINGUA E VARIAZIONE
19300093;LE COMPETENZE DELL'INSEGNANTE DI SOSTEGNO
19300094;ALGEBRA 1
19300095;ALGEBRA 2
19300096;GEOMETRIA 1
19300097;GEOMETRIA 2
19300098;FISICA DI BASE 1
19300099;FISICA E TECNOLOGIA 1
19300100;FISICA E TECNOLOGIA 2
19300101;MATEMATICA DELLE OPERAZIONI FINANZIARIE
19300102;DIDATTICA DELLA STATISTICA 1
19300103;TRASFORMAZIONI GEOMETRICHE 1
19300104;TRASFORMAZIONI GEOMETRICHE 2
19300105;STORIA DELL'ARTE MEDIEVALE
19300106;STORIA DELL'ARTE CONTEMPORANEA
19300107;DIDATTICA DEL DIRITTO E DELL'ECONOMIA
19300108;ECONOMIA POLITICA
19300109;SCIENZE AZIENDALI
19300401;PEDAGOGIA SPERIMENTALE E TECNOLOGIE DELL'EDUCAZIONE
19300402;DIDATTICA DELLA LINGUA E DELLA CIVILTA' FRANCESE
19300403;AMBIENTE, VERIFICA DELL'APPRENDIMENTO E TRATTAMENTO DELL'HANDICAP
19300801;SCIENZE DELL'EDUCAZIONE E TEORIA DELLA SCUOLA
19300802;SCIENZE FILOSOFICHE E STORICHE
19300901;DIDATTICA DELLA STORIA DELL'ARTE
19300902;STRUMENTI DI ANALISI E RAPPRESENTAZIONE DELL'ARCHITETTURA DELLA CITTA' E DEL TERRITORIO
19300903;DIDATTICA MUSEALE
19300904;METODOLOGIA DELLA STORIA DELL'ARTE
19300906;DIDATTICA DELLA STORIA DELL'ARTE MEDIEVALE E MODERNA
19300907;PEDAGOGIA E SOCIETA' DI MASSA
19300908;LETTURA, ANALISI, LINGUAGGIO E COMUNICAZIONE DELL'OPERA ARTISTICA E ARCHITETTONICA
19301001;DIDATTICA DELL' ASTRONOMIA (A059)
19301002;DIDATTICA DELLA BIOLOGIA 1 (A059 - A060)
19301003;DIDATTICA DELLA BIOLOGIA 2 (A060)
19301004;DIDATTICA DELLA BIOLOGIA 3 (A060)
19301005;DIDATTICA DELLA BIOLOGIA 4 (A060)
19301006;DIDATTICA DELLA CHIMICA 1 (A059-A060)
19301007;DIDATTICA DELLA CHIMICA 2 (A060)
19301008;DIDATTICA DELLA CHIMICA 3 (A060)
19301009;DIDATTICA DELLA CHIMICA 4 (A060)
19301010;DIDATTICA DELLA FISICA (A059)
19301011;DIDATTICA DELLA GEOLOGIA 1 (A059-A060)
19301012;DIDATTICA DELLA GEOLOGIA 2 (A060)
19301013;DIDATTICA DELLA GEOLOGIA 3 (A060)
19301014;DIDATTICA DELLA GEOLOGIA 4 (A060)
19301015;DIDATTICA DELLA MATEMATICA 1 (A059)
19301016;DIDATTICA DELLA MATEMATICA 2 (A059)
19301017;LABORATORIO INTEGRATO DI SCIENZE NATURALI 1 (A059)
19301018;LABORATORIO INTEGRATO DI SCIENZE NATURALI 2 (A059)
19301019;DIDATTICA CON REPERTORI DELLA TRADIZIONE ORALE E DELLA LETTERATURA CLASSICO-ROMANTICA
19301020;DIDATTICA DELLA CORALITA', DELL'IMPROVVISAZIONE
19301021;COMUNICAZIONE E RELAZIONE EDUCATIVA
19301022;DIDATTICA DELLA CORALITA',  DELL'IMPROVVISAZIONE E DELLA COMPOSIZIONE
19301023;DRAMMATURGIA MUSICALE, PSICOLOGIA DELLA MUSICA E POPULAR MUSIC IN FUNZIONE DIDATTICA
19301024;DIDATTICA DELLA CHIMICA ORGANICA
19301026;DIDATTICA DELLA CHIMICA INDUSTRIALE
19301027;INFORMATICA MUSICALE E REPERTORI DELLA MUSICA DEL XX SECOLO
19301028;DIDATTICA DELLA STORIA DELLA MUSICA E LINGUAGGI MULTIMEDIALI
19302001;DIDATTICA DISCIPLINARE 1
19302002;DIDATTICA DISCIPLINARE 2
19302003;DIDATTICA DISCIPLINARE 3
19302004;DIDATTICA DISCIPLINARE 4
19302005;DIDATTICA GENERALE 1
19302006;DIDATTICA GENERALE 2
19302007;DIDATTICA GENERALE 3
19302008;DIDATTICA GENERALE 4
19302009;LABORATORIO DIDATTICO
19302501;PROCESSI DI INTEGRAZIONE
19303001;DIDATTICHE DISCIPLINARI 1
19303002;DIDATTICHE DISCIPLINARI 2
19303003;DIDATTICHE DISCIPLINARI 3
19303004;PERCORSI DISCIPLINARI MODULARI
19303008;SCIENZE DELL'EDUCAZIONE 1
19303009;SCIENZE DELL'EDUCAZIONE 2
19303010;SCIENZE DELL'EDUCAZIONE 3
19304001;ANALISI DELLA LINGUA FRANCESE
19304002;ANALISI DELLA LINGUA INGLESE
19304004;SVILUPPO, APPRENDIMENTO E COMUNICAZIONE DIDATTICA
19304005;DIDATTICA DELLA LINGUA E DELLA CIVILTA' INGLESE
19304007;TEORIE DELLA LETTERATURA E DIDATTICA DEI TESTI LETTERARI INGLESI
19304008;TEORIE DELLA LETTERATURA E DIDATTICA DEI TESTI LETTERARI FRANCESI
19304101;GLOTTODIDATTICA, DIDATTICA DELLE VARIETA' DELL'INGLESE
19304102;GLOTTODIDATTICA, DIDATTICA DELLE VARIETA' DEL FRANCESE
19305001;DIDATTICA DELLE DISCIPLINE MECCANICHE
19305002;DIDATTICA DELLE DISCIPLINE MECCANICHE 2
19305003;DIDATTICA DELL'ELETTROTECNICA E APPLICAZIONI
19305004;DIDATTICA DELL'ELETTROTECNICA E APPLICAZIONI 2
19305005;DIDATTICA DELL'ELETTRONICA
19305006;DIDATTICA DELL'ELETTRONICA II
19305007;DIDATTICA DELL'INFORMATICA
19305008;DIDATTICA DELL'INFORMATICA 2
19306001;PROGETTAZIONE DI PERCORSI DIDATTICI
19306002;RIELABORAZIONE DEI CONTENUTI FORMATIVI DELL' INSEGNANTE DI SCIENZE MOTORIE
19306003;TEORIE E PRASSI EDUCATIVE NELLE SCIENZE MOTORIE
19306004;VALUTAZIONE DELLE COMPETENZE DELL'INSEGNANTE DI SCIENZE MOTORIE
19307001;DIDATTICA DELLE MATERIE ECONOMICO GIURIDICHE (UNICO)
19307002;DIDATTICA DELLE MATERIE ECONOMICHE ED AZIENDALI
19307003;DIDATTICA DELLE MATERIE ECONOMICHE E GIURIDICHE
19307004;SCIENZE PSICOPEDAGOGICHE E FORMAZIONE DOCENTE
19307005;DIDATTICA DELLE MATERIE ECONOMICO GIURIDICHE 2 (UNICO)
19307006;TURISMO E LEGISLAZIONE TURISTICA
19307007;ECONOMIA INDUSTRIALE
19309001;LE TRASFORMAZIONI DELLA REALTA' SOCIALE E L' ISTRUZIONE SCOLASTICA
19310002;ASCOLTO, ANALISI ED INTERPRETAZIONE DEI REPERTORI MUSICALI NELLA PRATICA DIDATTICA
19310003;DIDATTICA DELLA PRATICA STRUMENTALE E DELL' ESPRESSIONE CORPOREA
19310004;VALUTAZIONE E PSICOLOGIA DEI GRUPPI
19320001;ABILITA' E COMPETENZE NEI PROCESSI DI INTEGRAZIONE
19341003;APPROFONDIMENTI TEORICI E METODOLOGICI PER LA DIDATTICA DELLA LINGUA
19341004;CONTENUTI E METODOLOGIE PER L'INSEGNAMENTO DELLA LINGUA STRANIERA
19341005;DIDATTICA DELLA LINGUA FRANCESE
19341006;DIDATTICA DELLA LINGUA INGLESE
19341007;EDUCAZIONE LINGUISTICA, SISTEMA SCOLASTICO E SOCIETA'
19341008;EDUCAZIONE, SCUOLA PROFESSIONALITA' DOCENTE
19341009;LETTERATURE COMPARATE: TESTI E MATERIALI PER LA DIDATTICA DELLA LINGUA (FRANCESE)
19341010;LETTERATURE COMPARATE: TESTI E MATERIALI PER LA DIDATTICA DELLA LINGUA (INGLESE)
19341011;ORIENTARE E PROGETTARE TRA SCUOLA E TERRITORIO
19341012;STRUMENTI E TEORIE PER INSEGNARE AD IMPARARE
19341013;VERIFICA E VALUTAZIONE, VALORIZZARE LE DIVERSITA' , PEDAGOGIA SPECIALE
19400100;ESAME FINALE
19700000;ERASMUS_T2
19700001;SCIENZE STORICHE
19700002;DEMOGRAFIA
19700003;INFORMATICA GIURIDICA
19700004;PARASSITOLOGIA
19700005;ANATOMIA COMPARATA
19700006;MICROBIOLOGIA
19700007;ECOLOGIA
19700008;MICROBIOLOGIA - VIROLOGIA
19700009;BIOLOGIA DELLO SVILUPPO
19700010;GEOLOGIA APPLICATA
19700011;BIOLOGIA MOLECOLARE II
19700012;BIOTECNOLOGIE VEGETALI
19700013;BIOLOGIA MOLECOLARE
19700014;BIODIVERSITA' ANIMALE E LAB. ZOOLOGICO
19700015;ECOLOGIA ANIMALE
19700016;ECOLOGIA DELLE ACQUE INTERNE
19700017;ECOLOGIA APPLICATA ALLE INFR. VIARIE
19700018;MUTAGENESI AMBIENTALE
19700019;NEUROFISIOLOGIA, FISIOLOGIA, ENDOCRINOLOGIA
19700020;CHIMICA BIOLOGICA I
19700021;BIOCHIMICA APPLICATA
19700022;CHIMICA BIOLOGICA II
19700023;BIOCHIMICA VEGETALE
19700024;VIROLOGIA
19700025;ECOLOGIA VEGETALE
19700026;DIDATTICA DELLE SCIENZE NATURALI
19700027;ECOLOGIA APPLICATA
19700028;CHIMICA DELL'AMBIENTE
19700029;CITOGENETICA
19700030;LINEE DI STORIA ROMANA DALLE OR. A GIUST.
19700031;STORIA ROMANA
19700032;STORIA DELLE TECNICHE DEL CINEMA
19700033;STORIA E CRITICA DEL CINEMA
19700034;STORIA DELLA CRITICA LETTERARIA ITALIANA
19700035;TEORIE E TECNICHE DEL LINGUAGGIO CIN.
19700036;FONDAMENTI DI INFORMATICA II
19700037;DISEGNO
19700038;INFORMATICA GRAFICA
19700039;INFRASTRUTTURE VIARIE NELLE AREE METROPOLITAN
19700040;LAB. DI PROGETTAZIONE ARCHITETTONICA 1M
19700041;STORIA DELL'ARCHITETTURA CONTEMPORANEA I
19700042;DIRITTO CANONICO
19700043;STORIA DELL'ARCHITETTURA CONTEMPORANEA II
19700044;PROGETTAZIONE ARCHITETTONICA 4
19700045;LABORATORIO DI RESTAURO ARCHITETTONICO
19700046;DIRITTO COSTITUZIONALE
19700047;DIRITTO DELLE COMUNITA' EUROPEE
19700048;DIRITTO ECCLESIASTICO
19700049;DIRITTO DELLE COMUNICAZIONI E INFORMAZIONI
19700050;DIRITTO PRIVATO COMPARATO
19700051;ARCHITETTURA DEI GIARDINI  E DEI PARCHI
19700052;ECONOMIA POLITICA
19700053;LAB. DI PROGETTAZ. ARCH. 1A
19700054;TECNOLOGIE DEL PROGETTO
19700055;ISTITUZIONI DI MATEMATICHE 1
19700056;LABORATORIO PROGETTAZIONE ARCH. II
19700057;STORIA DELL'ARCHITETTURA MODERNA
19700058;FILOSOFIA DEL DIRITTO
19700059;ISTITUZIONI DI MATEMATICHE II
19700060;LAB. DI PROGETTAZ. ARCH.  3
19700061;STORIA DELL'ARCHITETTURA CONTEMPORANEA
19700062;ARCHITETTURA DEGLI INTERNI
19700063;ANALISI E VALUT. AMBIENTALE
19700064;LABORATORIO DI RESTAURO
19700065;LABORATORIO DI SINTESI
19700066;SCENOGRAFIA
19700067;STORIA DELL'ARCHITETTURA CONTEMPORANEA
19700068;STORIA DELLA CITTA E TERRITORIO
19700069;PERCEZIONE E COM. VISIVA
19700070;STORIA DEL DIRITTO ROMANO
19700071;STORIA DEL DIRITTO MED. E MOD.
19700072;ANALISI DELLA MORFOLOGIA URBANA
19700073;FONDAMENTI DI MECCANICA STRUTTURALE
19700074;PROGETTAZIONE URBANISTICA
19700075;TECNOLOGIA DELL'ARCHITETTURA
19700076;RESTAURO
19700077;RESTAURO DEI MONUMENTI
19700078;RETI DI CALCOLATORI
19700079;GARANZIE DEI DIR. FONDAMENTALI
19700080;FISIOLOGIA AMBIENTALE
19700081;FISICA TECNICA APPLICATA
19700082;SOCIOLOGIA URBANA
19700083;URBANISTICA
19700084;FISICA
19700085;TECNICA DELLE COSTRUZIONI
19700086;SOCIOLOGIA DELL'ORGANIZZAZIONE
19700087;FOND. VALUTAZIONE IMPATTO AMBIEN.
19700088;DIRITTO REGIONALE
19700089;DIRITTO DEL LAVORO
19700090;RELAZIONI INTERNAZIONALI
19700091;DIRITTO INTERNAZIONALE
19700092;DIRITTO BANCARIO
19700093;DIRITTO AMMINISTRATIVO
19700094;DIRITTO AMMINISTRATIVO II
19700095;SISTEMI GIURIDICI COMPARATI
19700096;ISTITUZIONI DI DIRITTO PRIVATO I
19700097;ISTITUZIONI DI DIRITTO PUBBLICO
19700098;DIRITTO COMMERCIALE ANGLO AMERICANO
19700099;DIRITTO CIVILE
19700100;DIRITTO COMMERCIALE I
19700101;DIRITTO COMMERCIALE II
19700102;DIRITTO COMUNE
19700103;DIRITTO COMPARATO DEI CONTRATTI
19700104;DIRITTO PENALE II
19700105;DIRITTO PUBBLICO
19700106;DIRITTO ROMANO
19700107;DIRITTO SINDACALE
19700108;ISTITUZIONI DI DIRITTO PRIVATO II
19700109;STORIA DEL DIRITTO ITALIANO
19700110;ST.DELLE CODIFICAZIONE MODERNE
19700111;DIRITTO INDUSTRIALE
19700112;DIRITTO FALLIMENTARE
19700113;DIRITTO TRIBUTARIO
19700114;DIRITTO DELL'INFORMATICA
19700115;DIRITTO PROCESSUALE AMMINISTRATIVO
19700116;DIRITTO CIVILE II
19700117;DIRITTO PROC. COSTITUZIONALE
19700118;DIRITTO PENALE COMPARATO
19700119;PROCEDURA PENALE
19700120;DIRITTO COSTITUZIONALE REGIONALE
19700121;DIRITTO PENALE
19700122;RICERCA OPERATIVA
19700123;CRIMINOLOGIA MINORILE
19700124;DIRITTO DI FAMIGLIA
19700125;ST. CRIM. ORG.
19700126;STORIA DELL'ARCHITETTURA
19700127;STORIA DELL'ARCHITETTURA 2
19700128;CULT. TECNOLOGICA DELLA PROGETTAZIONE
19700129;STATICA
19700130;LABORATORIO DI COSTRUZIONE ARCHITETTONICA I
19700131;FOND. E APPL. DI GEOMETRIA DESCRITTIVA
19700132;LABORATORIO DI PROGETTAZIONE ARCH. 2 C
19700133;LABORATORIO DI PROGETTAZIONE ARCH. 4D
19700134;PROGETTAZIONE ASSISTITA DAL COMPUTER
19700135;PROGETTO DELLE STRUTTURE C.A. & C.A.P.
19700136;ST. DELL'ARCHITETTURA CONTEMPORANEA
19700137;SCIENZA DELLE COSTRUZIONI
19700138;TEORIA E STORIA DEL RESTAURO
19700139;LAB. DI PROGETTAZIONE ARCH. 2B
19700140;MATERIALI E PROGETT. DEGLI ELEMENTI COSTRUTT.
19700141;ANALISI DELLA CITTA' E DEL TERRITOR.
19700142;ANALISI E VALUTAZIONE AMBIENTALE
19700143;FONDAMENTI DI URBANISTICA
19700144;FISICA TECNICA
19700145;LAB. DI PROGETT. URBANISTICA B
19700146;LAB. PROGETTAZ.  ARCHITETTONICA
19700147;ECONOMIA URBANA
19700148;ECONOMIA URBANA
19700149;LAB. DI COSTRUZIONE ARCHITETTONICA II
19700150;LABORATORIO DI URBANISTICA
19700151;ARREDAMENTO
19700152;TECNOLOGIE EVOLUTIVE
19700153;PROGETTO DI STRUTTURE
19700154;PROBLEMI STRUTT. MONUM. EDIL. STOR.
19700155;TECNICA DEL RECUPERO EDILIZIO
19700156;PROBABILITA' ED INFERENZA STATISTICA
19700157;STORIA E METODI DI ANALISI DELL'ARCHITETTURA
19700158;STORIA E METODI DI ANALISI DELL'ARCHITETTURA
19700159;CARATTERI TIPOLOGICI E MORF. DELL'ARCHITETTURA
19700160;ARCHITETTURA DEL PAESAGGIO
19700161;DISEGNO INDUSTRIALE
19700162;GESTIONE URBANA
19700163;ILLUMINOTECNICA
19700164;GESTIONE DEI PROGETTI
19700165;TEORIE E TECNICHE DELLA PROGETTAZ. ARCH.
19700166;TEORIE E TECNICHE DELLA PROGETTAZ. URB.
19700167;DIRITTO DELLE OBBLIGAZIONI E DEI CONTRATTI
19700168;STORIA DEI BALCANI
19700169;DISEGNI E MODELLI INDUSTRIALI
19700170;INTERNAZIONALIZZAZIONE DELLE IMPRESE
19700171;INTERNAZIONALIZZAZIONE DELLE IMPRESE
19700172;STORIA DELL'IMPRESA
19700173;STORIA DELLA MONETA E DELLA BANCA
19700174;LE IMPRESE NELL'ECONOMIA DELL'INFORMAZIONE
19700175;REVISIONE AZIENDALE I (CONTABILE)
19700176;REVISIONE AZIENDALE (II MODULO)
19700177;MERCEOLOGIA
19700178;ECONOMIA AZIENDALE
19700179;STORIA ECONOMICA
19700180;ANALISI E CONTABILITA' DEI COSTI
19700181;GEOGRAFIA  ECONOMICA
19700182;TECNOLOGIA DEI CICLI PRODUTTIVI
19700183;STATISTICA 2
19700184;ECONOMIA DEL LAVORO
19700185;ECONOMIA AGRARIA
19700186;ECONOMETRIA
19700187;ECONOMIA APPLICATA
19700188;ECONOMIA DELL'AMBIENTE I
19700189;ECONOMIA DELLO SVILUPPO
19700190;ECONOMIA INDUSTRIALE
19700191;ECONOMIA INTERNAZIONALE
19700192;ECONOMIA MONETARIA
19700193;ECONOMIA PUBBLICA
19700194;MACROECONOMIA
19700195;STORIA DEL PENSIERO ECONOMICO
19700196;SVILUPPO DELLE ECONOMIE AGRICOLE
19700197;ECONOMIA DEGLI INTERMEDIARI FINANZIARI
19700198;ECONOMIA E GESTIONE DELLE IMPRESE
19700199;FINANZA AZIENDALE
19700200;MARKETING
19700201;MERCEOLOGIA RISORSE NATURALI
19700202;METODOLOGIE E DET.NI QUANTITATIVE D'AZIENDA
19700203;ORGANIZZAZIONE AZIENDALE
19700204;PROGR. E CONTABILITA'AMMINISTRATIVE
19700205;DIRITTO DELL'UNIONE EUROPEA
19700206;MICROECONOMIA
19700207;ANTROPOLOGIA SOCIALE
19700208;DIRITTO INTERNAZIONALE DELL'ECONOMIA
19700209;LINGUA INGLESE
19700210;LINGUA FRANCESE
19700211;LINGUA E TRADUZIONE: LINGUA SPAGNOLA
19700212;STRATEGIA D'IMPRESA
19700213;ECOLOGIA-FONDAMENTI DI BIOLOGIA AMBIENTALE
19700214;ECONOMIA DEI PAESI IN VIA DI SVILUPPO
19700215;ECONOMIA DELL'ISTRUZIONE
19700216;ECONOMIA DEI BENI E DELLE ATTIVITA'
19700217;MATEMATICA FINANZIARIA
19700218;DIRITTO DELL'UE (I MODULO)
19700219;MATEMATICA EDIDATTICA DELLA MATEMATICA
19700220;ECONOMIA INDUSTRIALE
19700221;MACROECONOMIA AVANZATA
19700222;ECONOMIA DEGLI INTERMEDIARI FINANZIARI
19700223;ECONOMIA DELLO SVILUPPO UMANO
19700224;MODELLI MATEMATICI DEI MERCATI FINANZIARI
19700225;ECONOMIA DEI GRUPPI (1° MODULO)
19700226;ECONOMIA DEI GRUPPI (2° MODULO)
19700227;ECONOMIA DEL MERCATO MOBILIARE I MOD.
19700228;DIRITTO DEI CONSUMI
19700229;TEORIA E TECNICA QUALITA' DELLE MERCI
19700230;ECONOMIA MERCATO MOBILIARE
19700231;ECONOMIA DELLE AZIENDE DI CREDITO
19700232;ECONOMIA MONETARIA II MOD.
19700233;REVISIONE AZIENDALE II INTERNA
19700234;ECON. E GEST. DELLE IMPRESE (I MOD.)
19700235;DIRITTO DELL'UNIONE EUROPEA (II MODULO)
19700236;STORIA D'IMPRESA
19700237;FINANZIA AZIENDALE II MOD.
19700238;TEORIA E TECNICA  QUALITA' DELLE MERCI II
19700239;GREEN MANAGEMENT
